timestamp_utc,run_id,elapsed_s,num_requests_running,num_requests_waiting,gpu_kv_cache_usage_fraction,num_preemptions_total,prompt_tokens_total,generation_tokens_total,request_success_total,time_to_first_token_seconds_count,time_to_first_token_seconds_sum,inter_token_latency_seconds_count,inter_token_latency_seconds_sum,e2e_request_latency_seconds_count,e2e_request_latency_seconds_sum,request_queue_time_seconds_count,request_queue_time_seconds_sum
2026-07-15T11:32:18.404862+00:00,opt13b_gpu_a100_smoke_sharegpt,10.084842920303345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15T11:32:19.411776+00:00,opt13b_gpu_a100_smoke_sharegpt,11.091756582260132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15T11:32:20.418867+00:00,opt13b_gpu_a100_smoke_sharegpt,12.098845481872559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15T11:32:21.425765+00:00,opt13b_gpu_a100_smoke_sharegpt,13.105742931365967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15T11:32:22.433127+00:00,opt13b_gpu_a100_smoke_sharegpt,14.113116979598999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15T11:32:23.440709+00:00,opt13b_gpu_a100_smoke_sharegpt,15.120692491531372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15T11:32:24.448012+00:00,opt13b_gpu_a100_smoke_sharegpt,16.127992868423462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15T11:32:25.454681+00:00,opt13b_gpu_a100_smoke_sharegpt,17.13465929031372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15T11:32:26.461973+00:00,opt13b_gpu_a100_smoke_sharegpt,18.141952753067017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15T11:32:27.469023+00:00,opt13b_gpu_a100_smoke_sharegpt,19.149001836776733,2.0,0.0,0.0078125,0.0,41.0,47.0,0.0,2.0,0.13344407081604004,45.0,0.932867407995218,0.0,0.0,0.0,0.0
2026-07-15T11:32:28.476179+00:00,opt13b_gpu_a100_smoke_sharegpt,20.156157732009888,2.0,0.0,0.014508928571428603,0.0,41.0,143.0,0.0,2.0,0.13344407081604004,141.0,2.9259592039961717,0.0,0.0,0.0,0.0
2026-07-15T11:32:29.483394+00:00,opt13b_gpu_a100_smoke_sharegpt,21.163384914398193,2.0,0.0,0.021205357142857095,0.0,41.0,241.0,0.0,2.0,0.13344407081604004,239.0,4.968547689997649,0.0,0.0,0.0,0.0
2026-07-15T11:32:30.490779+00:00,opt13b_gpu_a100_smoke_sharegpt,22.170759916305542,1.0,0.0,0.014508928571428603,0.0,41.0,290.0,1.0,2.0,0.13344407081604004,288.0,6.016987483995763,1.0,2.5927231311798096,1.0,9.759998647496104e-06
2026-07-15T11:32:31.498293+00:00,opt13b_gpu_a100_smoke_sharegpt,23.178277492523193,1.0,0.0,0.017857142857142905,0.0,41.0,337.0,1.0,2.0,0.13344407081604004,335.0,7.025413843995921,1.0,2.5927231311798096,1.0,9.759998647496104e-06
2026-07-15T11:32:32.506727+00:00,opt13b_gpu_a100_smoke_sharegpt,24.186706066131592,1.0,0.0,0.021205357142857095,0.0,41.0,383.0,1.0,2.0,0.13344407081604004,381.0,8.01626567099811,1.0,2.5927231311798096,1.0,9.759998647496104e-06
2026-07-15T11:32:33.514259+00:00,opt13b_gpu_a100_smoke_sharegpt,25.194241523742676,1.0,0.0,0.0234375,0.0,41.0,430.0,1.0,2.0,0.13344407081604004,428.0,9.030582864997996,1.0,2.5927231311798096,1.0,9.759998647496104e-06
2026-07-15T11:32:34.522005+00:00,opt13b_gpu_a100_smoke_sharegpt,26.201990365982056,1.0,0.0,0.0267857142857143,0.0,41.0,477.0,1.0,2.0,0.13344407081604004,475.0,10.045536701996753,1.0,2.5927231311798096,1.0,9.759998647496104e-06
2026-07-15T11:32:35.529764+00:00,opt13b_gpu_a100_smoke_sharegpt,27.20974612236023,1.0,0.0,0.030133928571428603,0.0,41.0,523.0,1.0,2.0,0.13344407081604004,521.0,11.043490762996953,1.0,2.5927231311798096,1.0,9.759998647496104e-06
2026-07-15T11:32:36.537947+00:00,opt13b_gpu_a100_smoke_sharegpt,28.217949628829956,1.0,0.0,0.033482142857142905,0.0,41.0,570.0,1.0,2.0,0.13344407081604004,568.0,12.063997948996985,1.0,2.5927231311798096,1.0,9.759998647496104e-06
2026-07-15T11:32:37.545404+00:00,opt13b_gpu_a100_smoke_sharegpt,29.2253839969635,1.0,0.0,0.036830357142857095,0.0,41.0,616.0,1.0,2.0,0.13344407081604004,614.0,13.064165928997681,1.0,2.5927231311798096,1.0,9.759998647496104e-06
2026-07-15T11:32:38.553259+00:00,opt13b_gpu_a100_smoke_sharegpt,30.23323941230774,1.0,0.0,0.0401785714285714,0.0,41.0,662.0,1.0,2.0,0.13344407081604004,660.0,14.06905594899581,1.0,2.5927231311798096,1.0,9.759998647496104e-06
2026-07-15T11:32:39.560815+00:00,opt13b_gpu_a100_smoke_sharegpt,31.240807056427002,1.0,0.0,0.0435267857142857,0.0,41.0,708.0,1.0,2.0,0.13344407081604004,706.0,15.073994748996483,1.0,2.5927231311798096,1.0,9.759998647496104e-06
2026-07-15T11:32:40.568507+00:00,opt13b_gpu_a100_smoke_sharegpt,32.24848532676697,1.0,0.0,0.046875,0.0,41.0,754.0,1.0,2.0,0.13344407081604004,752.0,16.081248231996142,1.0,2.5927231311798096,1.0,9.759998647496104e-06
2026-07-15T11:32:41.575732+00:00,opt13b_gpu_a100_smoke_sharegpt,33.25571537017822,1.0,0.0,0.0502232142857143,0.0,41.0,800.0,1.0,2.0,0.13344407081604004,798.0,17.091543505997834,1.0,2.5927231311798096,1.0,9.759998647496104e-06
2026-07-15T11:32:42.582625+00:00,opt13b_gpu_a100_smoke_sharegpt,34.26260471343994,1.0,0.0,0.052455357142857095,0.0,41.0,846.0,1.0,2.0,0.13344407081604004,844.0,18.102332249996834,1.0,2.5927231311798096,1.0,9.759998647496104e-06
2026-07-15T11:32:43.590327+00:00,opt13b_gpu_a100_smoke_sharegpt,35.270304441452026,1.0,0.0,0.0558035714285714,0.0,41.0,892.0,1.0,2.0,0.13344407081604004,890.0,19.116651003998413,1.0,2.5927231311798096,1.0,9.759998647496104e-06
2026-07-15T11:32:44.597602+00:00,opt13b_gpu_a100_smoke_sharegpt,36.27758049964905,1.0,0.0,0.0591517857142857,0.0,41.0,937.0,1.0,2.0,0.13344407081604004,935.0,20.111077890996967,1.0,2.5927231311798096,1.0,9.759998647496104e-06
2026-07-15T11:32:45.604896+00:00,opt13b_gpu_a100_smoke_sharegpt,37.28487420082092,1.0,0.0,0.0625,0.0,41.0,983.0,1.0,2.0,0.13344407081604004,981.0,21.1280097059971,1.0,2.5927231311798096,1.0,9.759998647496104e-06
2026-07-15T11:32:46.612255+00:00,opt13b_gpu_a100_smoke_sharegpt,38.2922420501709,1.0,0.0,0.0658482142857143,0.0,41.0,1028.0,1.0,2.0,0.13344407081604004,1026.0,22.126746493995597,1.0,2.5927231311798096,1.0,9.759998647496104e-06
2026-07-15T11:32:47.619265+00:00,opt13b_gpu_a100_smoke_sharegpt,39.2992467880249,1.0,0.0,0.0691964285714286,0.0,41.0,1074.0,1.0,2.0,0.13344407081604004,1072.0,23.148824876996514,1.0,2.5927231311798096,1.0,9.759998647496104e-06
2026-07-15T11:32:48.626714+00:00,opt13b_gpu_a100_smoke_sharegpt,40.30669689178467,0.0,0.0,0.0,0.0,41.0,1082.0,2.0,2.0,0.13344407081604004,1080.0,23.32664029499574,2.0,23.45978021621704,2.0,3.648100027930923e-05
2026-07-15T11:32:49.634331+00:00,opt13b_gpu_a100_smoke_sharegpt,41.31431031227112,0.0,0.0,0.0,0.0,41.0,1082.0,2.0,2.0,0.13344407081604004,1080.0,23.32664029499574,2.0,23.45978021621704,2.0,3.648100027930923e-05
